Area,Year,January,February,March,April,May,June,July,August,September,October,November,December
Sayedpur,1996,18.0,0.0,0.0,10.0,195.0,259.0,501.0,227.0,468.0,101.0,0.0,0.0
Sayedpur,1997,25.0,10.0,0.0,77.0,214.0,396.0,640.0,257.0,272.0,44.0,2.0,26.0
Sayedpur,1998,0.0,10.0,23.0,148.0,217.0,322.0,725.0,838.0,472.0,381.0,0.0,3.0
Sayedpur,1999,0.0,0.0,0.0,67.0,532.0,339.0,659.0,951.0,444.0,144.0,9.0,0.0
Sayedpur,2000,0.0,1.0,2.0,219.0,303.0,368.0,138.0,206.0,201.0,27.0,1.0,0.0
Sayedpur,2001,2.0,1.0,0.0,34.0,296.0,456.0,215.0,174.0,619.0,474.0,10.0,0.0
Sayedpur,2002,11.0,5.0,162.0,380.0,137.0,755.0,865.0,215.0,307.0,27.0,6.0,0.0
Sayedpur,2003,7.0,25.0,143.0,181.0,238.0,703.0,462.0,148.0,230.0,425.0,0.0,29.0
Sayedpur,2004,4.0,0.0,21.0,138.0,435.0,546.0,735.0,253.0,340.0,313.0,1.0,1.0
Sayedpur,2005,13.0,6.0,51.0,57.0,147.0,505.0,637.0,516.0,158.0,560.0,0.0,0.0
Sayedpur,2006,0.0,0.0,2.0,90.0,633.0,525.0,211.0,74.0,404.0,76.0,20.0,18.0
Sayedpur,2007,0.0,9.0,8.0,84.0,138.0,385.0,432.0,257.0,466.0,64.0,46.0,0.0
Sayedpur,2008,32.0,1.0,19.0,29.0,253.0,572.0,453.0,408.0,128.0,44.0,0.0,0.0
Sayedpur,2009,0.0,0.0,15.0,93.0,317.0,251.0,501.0,558.0,186.0,232.0,0.0,0.0
Sayedpur,2010,0.0,0.0,0.0,131.0,202.0,642.0,288.0,263.0,259.0,163.0,2.0,1.0
Sayedpur,2011,0.0,19.0,28.0,50.0,283.0,223.0,409.0,559.0,318.0,0.0,1.0,0.0
Sayedpur,2012,6.0,6.0,3.0,91.0,148.0,328.0,456.0,97.0,628.0,27.0,0.0,0.0
Sayedpur,2013,0.0,14.0,3.0,58.0,206.0,310.0,245.0,388.0,161.0,337.0,0.0,0.0
Sayedpur,2014,0.0,26.0,7.0,6.0,157.0,366.0,200.0,470.0,411.0,45.0,0.0,0.0
Sayedpur,2015,27.0,3.0,32.0,85.0,233.0,300.0,232.0,562.0,386.0,25.0,0.0,0.0
Sayedpur,2016,10.0,1.0,47.0,26.0,269.0,125.0,368.0,90.0,335.0,102.0,0.0,6.0
Sayedpur,2017,3.0,0.0,50.0,178.0,260.0,255.0,335.0,739.0,107.0,200.0,0.0,0.0
Sayedpur,2018,0.0,0.0,25.0,171.0,144.0,416.0,207.0,256.0,245.0,20.0,0.0,9.0
Sayedpur,2019,0.0,42.0,1.0,114.0,192.0,344.0,519.0,299.0,509.0,110.0,0.0,9.0
Sitakunda,1977,4.341,22.049,62.317,153.756,290.0,770.0,995.0,495.0,118.0,123.0,39.0,0.0
Sitakunda,1978,0.0,0.0,5.0,120.0,755.0,807.0,848.0,553.0,645.0,80.0,0.0,0.0
Sitakunda,1979,0.0,0.0,0.0,3.0,46.0,170.0,94.0,191.0,84.0,15.0,7.0,12.0
Sitakunda,1980,0.0,25.0,13.0,4.0,111.0,48.0,126.0,137.0,48.0,88.0,0.0,0.0
Sitakunda,1981,0.0,2.0,131.0,157.0,408.0,456.0,290.0,539.0,315.0,30.0,0.0,6.0
Sitakunda,1982,0.0,6.0,70.0,205.0,56.0,915.0,694.0,686.0,405.0,143.0,11.0,0.0
Sitakunda,1983,9.0,12.0,171.0,457.0,313.0,243.0,938.0,1450.0,350.0,766.0,91.0,0.0
Sitakunda,1984,0.0,0.0,0.0,177.0,585.0,638.0,1399.0,513.0,450.0,238.0,0.0,0.0
Sitakunda,1985,4.0,2.0,81.0,56.0,460.0,471.0,765.0,443.0,162.0,83.0,88.0,18.0
Sitakunda,1986,3.0,1.0,7.0,212.0,291.0,629.0,773.0,365.0,244.0,179.0,165.0,0.0
Sitakunda,1987,8.0,10.0,49.0,294.0,103.0,412.0,1225.0,656.0,694.0,70.0,159.0,10.0
Sitakunda,1988,0.0,4.0,37.0,233.0,364.0,593.0,791.0,783.0,440.0,345.0,117.0,0.0
Sitakunda,1989,0.0,7.0,3.0,170.0,114.0,308.0,640.0,81.0,386.0,826.0,3.0,0.0
Sitakunda,1990,0.0,55.0,273.0,300.0,245.0,654.0,1131.0,203.0,268.0,729.0,75.0,52.0
Sitakunda,1991,0.0,23.0,19.0,92.0,331.0,766.0,685.0,318.0,615.0,161.0,131.0,15.0
Sitakunda,1992,0.0,97.0,0.0,1.0,145.0,506.0,358.0,392.0,320.0,480.0,1.0,10.0
Sitakunda,1993,1.0,92.0,246.0,145.0,743.0,654.0,560.0,737.0,291.0,129.0,7.0,0.0
Sitakunda,1994,12.0,5.0,246.0,385.0,202.0,504.0,316.0,533.0,232.0,83.0,6.0,0.0
Sitakunda,1995,3.0,11.0,36.0,98.0,275.0,503.0,572.0,414.0,182.0,85.0,280.0,0.0
Sitakunda,1996,2.0,20.0,193.0,134.0,294.0,497.0,401.0,668.0,313.0,382.0,60.0,0.0
Sitakunda,1997,0.0,16.0,157.0,107.0,258.0,323.0,1151.0,492.0,522.0,71.0,8.0,35.0
Sitakunda,1998,22.0,72.0,108.0,353.0,485.0,309.0,1146.0,1192.0,532.0,141.0,126.0,0.0
Sitakunda,1999,0.0,0.0,0.0,4.0,389.0,902.0,879.0,581.0,243.0,221.0,0.0,44.0
Sitakunda,2000,46.0,1.0,56.0,90.0,902.0,494.0,713.0,671.0,231.0,226.0,26.0,0.0
Sitakunda,2001,0.0,71.0,20.0,43.0,439.0,741.0,382.0,583.0,201.0,183.0,63.0,0.0
Sitakunda,2002,5.0,0.0,64.0,147.0,404.0,701.0,902.0,467.0,1116.0,446.0,109.0,0.0
Sitakunda,2003,0.0,1.0,74.0,114.0,268.0,1025.0,508.0,397.0,387.0,193.0,0.0,9.0
Sitakunda,2004,0.0,0.0,5.0,169.0,240.0,638.0,706.0,534.0,719.0,236.0,0.0,0.0
Sitakunda,2005,5.0,0.0,77.0,158.0,256.0,247.0,541.0,1081.0,348.0,312.0,0.0,5.0
Sitakunda,2006,0.0,0.0,0.0,56.0,569.0,321.0,397.0,177.0,457.0,50.0,4.0,0.0
Sitakunda,2007,0.0,55.0,0.0,167.0,349.0,706.0,842.0,488.0,625.0,709.0,63.0,0.0
Sitakunda,2008,32.0,5.0,13.0,7.0,439.0,386.0,994.0,687.0,226.0,154.0,2.0,0.0
Sitakunda,2009,0.0,0.0,1.0,78.0,320.0,394.0,916.0,803.0,315.0,271.0,21.0,0.0
Sitakunda,2010,0.0,1.0,37.0,71.0,314.0,876.0,377.0,473.0,421.0,289.0,4.0,5.0
Sitakunda,2011,1.0,0.0,126.0,163.0,361.0,502.0,818.0,1136.0,524.0,127.0,0.0,0.0
Sitakunda,2012,1.0,0.0,24.0,352.0,251.0,954.0,1274.0,567.0,234.0,256.0,19.0,1.0
Sitakunda,2013,0.0,0.0,13.0,57.0,470.0,569.0,333.0,390.0,496.0,269.0,1.0,0.0
Sitakunda,2014,0.0,25.0,21.0,27.0,194.0,995.0,508.0,757.0,350.0,87.0,0.0,0.0
Sitakunda,2015,3.0,0.0,5.0,168.0,209.0,761.0,1304.0,592.0,548.0,213.0,3.0,5.0
Sitakunda,2016,3.0,285.0,55.0,65.0,328.0,323.0,631.0,359.0,378.0,217.0,109.0,0.0
Sitakunda,2017,0.0,0.0,119.0,419.0,239.0,949.0,1313.0,772.0,835.0,179.0,1.0,42.0
Sitakunda,2018,18.0,0.0,0.0,246.0,279.0,1025.0,1114.0,454.0,170.0,218.0,0.0,3.0
Sitakunda,2019,0.0,35.0,20.0,222.0,286.0,250.0,1472.0,424.0,333.0,218.0,0.0,3.0
Srimangal,1953,9.0,9.0,114.0,262.0,587.0,650.0,119.0,324.0,418.0,171.0,29.0,0.0
Srimangal,1954,1.0,73.0,95.0,280.0,368.0,653.0,274.0,261.0,269.0,195.0,36.857,0.0
Srimangal,1955,3.0,0.0,126.0,210.0,340.0,556.0,347.0,411.0,388.0,47.0,211.0,0.0
Srimangal,1956,11.0,0.0,193.0,217.0,538.0,769.0,461.0,482.0,245.0,59.0,94.0,15.0
Srimangal,1957,32.0,82.0,3.0,202.0,366.0,611.0,277.0,359.0,289.0,90.0,0.0,4.0
Srimangal,1958,6.0,129.0,14.0,154.0,405.0,425.0,334.0,298.0,373.0,270.0,0.0,13.0
Srimangal,1959,69.0,52.0,185.0,123.0,335.0,502.0,403.0,457.0,232.0,219.0,0.0,0.0
Srimangal,1960,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,140.0,0.0,0.0
Srimangal,1961,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
Srimangal,1962,15.0,60.0,2.0,115.0,268.0,678.0,379.0,323.0,22.0,109.0,0.0,0.0
Srimangal,1963,0.0,5.0,89.0,288.0,395.0,430.0,310.0,282.0,237.0,398.0,13.0,0.0
Srimangal,1964,9.0,84.0,84.0,432.0,393.0,459.0,455.0,293.0,197.0,374.0,51.0,0.0
Srimangal,1965,0.0,82.0,70.0,59.0,309.0,845.0,206.0,273.0,259.921,68.0,67.0,10.0
Srimangal,1966,31.0,0.0,83.0,171.0,436.0,684.0,561.0,403.0,210.0,187.0,41.0,46.0
Srimangal,1967,46.0,0.0,376.0,217.0,206.0,283.0,401.0,304.0,368.0,160.0,0.0,0.0
Srimangal,1968,0.0,0.0,0.0,30.0,459.0,456.0,531.0,544.0,300.0,132.0,25.0,0.0
Srimangal,1969,71.0,0.0,80.0,395.0,21.0,480.0,313.0,523.0,158.0,112.0,22.0,0.0
Srimangal,1970,36.0,6.0,97.0,79.0,79.0,418.0,657.0,267.0,420.0,213.0,31.0,0.0
Srimangal,1971,4.0,0.0,0.0,214.565,413.32300000000004,469.79,95.0,212.0,116.0,249.0,99.0,0.0
Srimangal,1972,0.0,42.0,90.0,234.0,269.0,469.79,447.0,202.0,191.0,36.0,2.0,0.0
Srimangal,1973,0.0,108.0,16.0,318.0,559.0,553.0,378.0,181.0,150.0,80.0,88.0,37.0
Srimangal,1974,0.0,0.0,27.0,338.0,493.0,677.0,286.0,327.27,259.921,97.0,16.0,0.0
Srimangal,1975,0.0,30.741999999999997,0.0,0.0,305.0,285.0,253.0,327.27,147.0,106.0,83.0,0.0
Srimangal,1976,0.0,30.741999999999997,78.969,93.0,413.32300000000004,1285.0,529.0,267.0,606.0,155.0,36.857,0.0
Srimangal,1977,0.0,51.0,0.0,695.0,510.0,500.0,331.60900000000004,311.0,121.0,189.0,92.0,15.0
Srimangal,1978,0.0,30.741999999999997,33.0,214.565,651.0,686.0,240.0,343.0,128.0,51.0,1.0,0.0
Srimangal,1979,2.0,7.0,24.0,135.0,279.0,419.0,451.0,282.0,270.0,39.0,19.0,66.0
Srimangal,1980,0.0,4.0,53.0,113.0,631.0,362.0,294.0,190.0,322.0,213.0,0.0,0.0
Srimangal,1982,0.0,71.0,31.0,320.0,219.0,366.0,291.0,425.0,227.0,44.0,23.0,0.0
Srimangal,1983,1.0,22.0,364.0,403.0,605.0,431.0,268.0,535.0,351.0,124.0,3.0,48.0
Srimangal,1984,8.703,0.0,12.0,80.0,1116.0,409.0,213.0,362.0,393.0,153.0,5.0,2.0
Srimangal,1985,5.0,46.0,91.0,214.565,413.32300000000004,469.79,136.0,214.0,351.0,50.0,0.0,0.0
Srimangal,1986,3.0,2.0,20.0,525.0,196.0,406.0,215.0,278.0,281.0,411.0,191.0,0.0
Srimangal,1987,9.0,2.0,65.0,319.0,169.0,272.0,359.0,449.0,220.0,134.0,38.0,10.0
Srimangal,1988,0.0,40.0,208.0,170.0,670.0,435.0,444.0,468.0,278.0,185.0,143.0,14.0
Srimangal,1989,0.0,18.0,29.0,99.0,244.0,369.0,402.0,274.0,345.0,191.0,16.0,2.0
Srimangal,1990,0.0,20.0,185.0,253.0,494.0,356.0,203.0,345.0,359.0,235.0,54.0,7.0
Srimangal,1991,17.0,74.0,29.0,227.0,831.0,382.0,184.0,215.0,420.0,245.0,41.0,163.0
Srimangal,1992,0.0,40.0,33.0,117.0,354.0,238.0,245.0,345.0,188.0,179.0,1.0,1.0
Srimangal,1993,2.0,83.0,50.0,143.0,363.0,748.0,478.0,369.0,338.0,113.0,30.0,0.0
Srimangal,1994,11.0,43.0,244.0,162.0,234.0,186.0,237.0,365.0,159.0,132.0,9.0,0.0
Srimangal,1995,4.0,32.0,47.0,80.0,238.0,569.0,300.0,433.0,214.0,116.0,80.0,0.0
Srimangal,1996,0.0,38.0,135.0,109.0,212.0,427.0,508.0,167.0,238.0,171.0,0.0,0.0
Srimangal,1997,2.0,19.0,57.0,74.0,333.0,416.0,573.0,186.0,395.0,65.0,1.0,28.0
Srimangal,1998,12.0,1.0,103.0,196.0,229.0,247.0,508.0,250.0,204.0,95.0,79.0,0.0
Srimangal,1999,0.0,0.0,26.0,9.0,433.0,275.0,457.0,259.0,307.0,349.0,0.0,1.0
Srimangal,2000,49.0,31.0,224.0,318.0,823.0,464.0,189.0,490.0,273.0,298.0,2.0,0.0
Srimangal,2001,0.0,131.0,100.0,154.0,504.0,747.0,302.0,405.0,208.0,304.0,55.0,0.0
Srimangal,2002,15.0,0.0,147.0,383.0,572.0,529.0,541.0,464.0,307.0,117.0,90.0,0.0
Srimangal,2003,0.0,4.0,65.0,215.0,367.0,640.0,231.0,204.0,268.0,247.0,0.0,54.0
Srimangal,2004,0.0,0.0,10.0,657.0,447.0,458.0,889.0,184.0,331.0,80.0,0.0,0.0
Srimangal,2005,0.0,71.0,162.0,155.0,615.0,294.0,330.0,268.0,320.0,159.0,0.0,1.0
Srimangal,2006,0.0,3.0,1.0,195.0,364.0,478.0,271.0,325.0,165.0,150.0,15.0,0.0
Srimangal,2007,0.0,68.0,69.0,293.0,214.0,622.0,245.0,362.0,333.0,152.0,159.0,0.0
Srimangal,2008,32.0,24.0,39.0,42.0,296.0,281.0,319.0,411.0,158.0,273.0,0.0,0.0
Srimangal,2009,0.0,1.0,47.0,138.0,713.0,374.0,331.0,433.0,333.0,69.0,13.0,0.0
Srimangal,2010,0.0,0.0,48.0,228.0,560.0,440.0,217.0,311.0,229.0,203.0,1.0,53.0
Srimangal,2011,6.0,7.0,56.0,96.0,595.0,401.0,401.0,307.0,108.0,73.0,0.0,0.0
Srimangal,2012,3.0,0.0,17.0,290.0,268.0,518.0,125.0,353.0,139.0,193.0,21.0,0.0
Srimangal,2013,0.0,9.0,31.0,104.0,783.0,301.0,294.0,420.0,241.0,159.0,5.0,5.0
Srimangal,2014,0.0,13.0,49.0,96.0,380.0,457.0,332.0,394.0,487.0,74.0,0.0,0.0
Srimangal,2015,5.0,48.0,26.0,376.0,511.0,230.0,579.0,421.0,186.0,104.0,21.0,11.0
Srimangal,2016,2.0,131.0,94.0,303.0,475.0,387.0,185.0,307.0,207.0,227.0,228.0,0.0
Srimangal,2017,0.0,1.0,237.0,641.0,362.0,925.0,237.0,462.0,463.0,355.0,12.0,118.0
Srimangal,2018,34.0,19.0,49.0,173.0,635.0,383.0,183.0,366.0,174.0,118.0,2.0,50.0
Srimangal,2019,0.0,42.0,34.0,131.0,439.0,465.0,485.0,177.0,205.0,118.0,2.0,50.0
Sylhet,1956,8.881,0.0,2.0,229.0,907.0,977.0,872.0,605.0,218.0,153.0,8.0,6.0
Sylhet,1957,48.0,7.0,8.0,104.0,893.0,625.0,447.0,524.0,315.0,129.0,0.0,0.0
Sylhet,1958,3.0,111.0,30.0,261.0,667.0,815.0,277.0,640.0,453.0,395.0,21.0,17.0
Sylhet,1959,20.0,15.0,124.0,261.0,800.0,1106.0,472.0,600.0,710.0,481.0,0.0,0.0
Sylhet,1960,0.0,0.0,71.0,38.0,426.0,483.0,1118.0,374.0,540.0,95.0,13.0,0.0
Sylhet,1961,8.881,33.525,33.0,182.0,605.0,922.0,487.0,509.0,470.0,90.0,0.0,0.0
Sylhet,1962,6.0,64.0,2.0,218.0,318.0,918.0,371.0,822.0,178.0,103.0,0.0,0.0
Sylhet,1963,0.0,19.0,57.0,208.0,467.0,810.0,681.0,557.0,512.0,180.0,8.0,0.0
Sylhet,1964,25.0,25.0,80.0,526.0,484.0,1294.0,1116.0,538.0,582.0,288.0,0.0,0.0
Sylhet,1965,0.0,134.0,71.0,280.0,373.0,916.0,508.0,666.0,550.0,165.0,94.0,6.0
Sylhet,1966,0.0,2.0,29.0,207.0,571.328,404.0,1075.0,958.0,537.0,26.0,27.081999999999997,10.068
Sylhet,1967,47.0,57.0,122.0,307.0,317.0,1019.0,618.0,399.0,573.0,83.0,0.0,0.0
Sylhet,1968,20.0,3.0,102.0,261.0,660.0,815.0,812.0,826.0,630.0,129.0,19.0,0.0
Sylhet,1969,12.0,0.0,187.0,376.0,459.0,704.0,738.0,964.0,162.0,115.0,40.0,0.0
Sylhet,1970,62.0,65.0,60.0,466.0,851.0,955.0,1076.0,662.0,622.0,608.0,47.0,0.0
Sylhet,1971,22.0,7.0,62.0,361.98400000000004,11.0,710.0,510.0,571.0,349.0,259.0,85.0,10.068
Sylhet,1972,4.0,40.0,110.0,445.0,384.0,829.0,826.0,479.0,353.0,302.0,0.0,0.0
Sylhet,1974,0.0,0.0,81.0,396.0,505.0,1014.0,1128.0,854.0,714.0,448.0,8.0,0.0
Sylhet,1975,0.0,31.0,64.0,255.0,567.0,806.2130000000001,1061.0,737.0,466.0,171.0,92.0,10.068
Sylhet,1976,0.0,11.0,323.0,97.0,437.0,1155.0,1096.0,880.0,224.0,260.0,45.0,0.0
Sylhet,1977,16.0,43.0,133.0,759.0,387.0,787.0,516.0,743.0,104.0,397.0,54.0,4.0
Sylhet,1978,0.0,0.0,50.0,199.0,791.0,870.0,722.0,256.0,335.0,171.0,2.0,0.0
Sylhet,1979,8.881,7.0,58.0,119.0,356.0,929.0,1322.0,288.0,587.0,249.0,6.0,33.0
Sylhet,1980,0.0,33.0,114.0,519.0,758.0,457.0,449.0,307.0,154.0,489.0,0.0,0.0
Sylhet,1981,21.0,39.0,109.0,420.0,1000.0,351.0,1113.0,747.0,464.0,43.0,0.0,26.0
Sylhet,1982,0.0,27.0,80.0,732.0,509.0,870.0,807.0,661.0,513.0,29.0,5.0,0.0
Sylhet,1983,1.0,43.0,387.0,500.0,580.0,667.0,952.0,858.0,536.0,278.0,0.0,20.0
Sylhet,1984,8.0,4.0,54.0,296.0,900.0,596.0,820.0,336.0,801.0,300.0,23.0,48.0
Sylhet,1985,0.0,27.0,208.0,541.0,368.0,1083.0,670.0,382.0,596.0,114.0,0.0,22.0
Sylhet,1986,4.0,2.0,41.0,380.0,225.0,449.0,646.0,586.0,494.0,454.0,106.0,3.0
Sylhet,1987,2.0,29.0,184.0,402.0,222.0,851.0,1038.0,860.0,922.0,157.0,41.0,14.0
Sylhet,1988,0.0,29.0,133.0,332.0,1129.0,959.0,738.0,1157.0,772.0,169.0,122.0,80.0
Sylhet,1989,6.0,33.0,11.0,312.0,543.0,870.0,1342.0,665.0,1081.0,524.0,34.0,1.0
Sylhet,1990,2.0,45.0,176.0,574.0,546.0,551.0,596.0,582.0,1023.0,216.0,40.0,3.0
Sylhet,1991,10.0,55.0,60.0,405.0,1063.0,1203.0,351.0,437.0,781.0,173.0,3.0,79.0
Sylhet,1992,0.0,55.0,172.0,129.0,544.0,666.0,901.0,374.0,459.0,203.0,3.0,0.0
Sylhet,1993,35.0,149.0,96.0,261.0,587.0,1099.0,1174.0,471.0,702.0,153.0,2.0,0.0
Sylhet,1994,23.0,43.0,514.0,326.0,342.0,584.0,757.0,573.0,227.0,145.0,4.0,0.0
Sylhet,1995,10.0,29.0,80.0,176.0,327.0,941.0,874.0,832.0,423.0,79.0,102.0,0.0
Sylhet,1996,2.0,76.0,257.0,252.0,759.0,518.0,745.0,745.0,379.0,281.0,0.0,0.0
Sylhet,1997,1.0,27.0,111.0,170.0,347.0,796.0,681.0,486.0,946.0,31.0,23.0,18.0
Sylhet,1998,7.0,15.0,239.0,548.0,366.0,858.0,1245.0,665.0,313.0,90.0,42.0,0.0
Sylhet,1999,0.0,0.0,49.0,207.0,731.0,472.0,775.0,503.0,253.0,344.0,0.0,0.0
Sylhet,2000,48.0,3.0,119.0,500.0,670.0,1120.0,330.0,981.0,733.0,188.0,0.0,0.0
Sylhet,2001,0.0,143.0,42.0,177.0,481.0,729.0,612.0,609.0,347.0,281.0,55.0,0.0
Sylhet,2002,2.0,2.0,78.0,441.0,548.0,701.0,841.0,469.0,396.0,108.0,132.0,14.0
Sylhet,2003,0.0,0.0,170.0,311.0,359.0,1038.0,497.0,438.0,499.0,237.0,0.0,7.0
Sylhet,2004,1.0,8.0,40.0,622.0,371.0,553.0,1394.0,545.0,478.0,235.0,5.0,12.0
Sylhet,2005,0.0,48.0,388.0,296.0,895.0,354.0,978.0,626.0,319.0,259.0,0.0,0.0
Sylhet,2006,0.0,62.0,16.0,353.0,572.0,1288.0,436.0,424.0,288.0,72.0,12.0,3.0
Sylhet,2007,0.0,34.0,41.0,481.0,669.0,869.0,786.0,578.0,594.0,142.0,144.0,0.0
Sylhet,2008,19.0,35.0,165.0,162.0,501.0,648.0,604.0,761.0,264.0,192.0,0.0,0.0
Sylhet,2009,0.0,20.0,63.0,427.0,576.0,469.0,599.0,674.0,323.0,136.0,0.0,0.0
Sylhet,2010,0.0,1.0,147.0,804.0,728.0,946.0,528.0,767.0,732.0,231.0,10.0,45.0
Sylhet,2011,0.0,3.0,99.0,78.0,403.0,578.0,673.0,722.0,490.0,55.0,0.0,0.0
Sylhet,2012,10.0,0.0,101.0,659.0,406.0,1185.0,700.0,738.0,261.0,502.0,48.0,0.0
Sylhet,2013,0.0,7.0,16.0,229.0,959.0,729.0,567.0,520.0,347.0,451.0,0.0,0.0
Sylhet,2014,0.0,34.0,78.0,118.0,540.0,724.0,316.0,797.0,732.0,33.0,0.0,0.0
Sylhet,2015,16.0,40.0,28.0,539.0,747.0,857.0,644.0,754.0,832.0,53.0,4.0,7.0
Sylhet,2016,11.0,28.0,134.0,1004.0,703.0,657.0,531.0,396.0,561.0,158.0,108.0,5.0
Sylhet,2017,0.0,137.0,344.0,874.0,629.0,1047.0,774.0,1155.0,571.0,318.0,3.0,92.0
Sylhet,2018,0.0,39.0,94.0,330.0,583.0,789.0,677.0,410.0,452.0,139.0,39.0,29.0
Sylhet,2019,0.0,29.0,39.0,349.0,653.0,789.0,697.0,446.0,309.0,348.0,9.0,0.0
Tangail,1987,0.0,18.0,0.0,302.0,108.0,85.0,356.0,394.0,289.0,66.0,24.0,30.0
Tangail,1988,2.0,54.0,31.0,97.0,334.0,589.0,413.0,177.0,155.0,122.0,121.0,45.0
Tangail,1989,0.0,63.0,1.0,102.0,329.0,150.0,381.0,55.0,274.0,217.0,0.0,7.0
Tangail,1990,0.0,30.0,95.0,223.0,128.0,224.0,327.0,236.0,156.0,120.0,39.0,2.0
Tangail,1991,13.0,20.0,76.0,59.0,416.0,398.0,430.0,169.0,700.0,376.0,1.0,90.0
Tangail,1992,0.0,49.0,0.0,10.0,181.0,333.0,205.0,268.0,472.0,43.0,3.0,0.0
Tangail,1993,3.0,16.0,46.0,150.0,390.0,509.0,477.0,258.0,513.0,216.0,1.0,0.0
Tangail,1994,22.0,56.0,79.0,163.0,406.0,342.0,170.0,228.0,137.0,122.0,20.0,0.0
Tangail,1995,12.0,56.0,9.0,34.0,215.0,350.0,372.0,356.0,246.0,109.0,92.0,1.0
Tangail,1996,0.0,55.0,2.0,174.0,240.0,224.0,100.0,247.0,208.0,226.0,0.0,0.0
Tangail,1997,0.0,37.0,20.0,200.0,162.0,312.0,516.0,469.0,252.0,13.0,2.0,28.0
Tangail,1998,15.0,3.0,48.0,152.0,416.0,132.0,459.0,444.0,239.0,38.0,62.0,0.0
Tangail,1999,0.0,0.0,0.0,6.0,206.0,201.0,358.0,156.0,246.0,193.0,35.0,0.0
Tangail,2000,25.0,29.0,59.0,220.0,305.0,390.0,92.0,152.0,368.0,152.0,0.0,0.0
Tangail,2001,5.0,0.0,86.0,88.0,364.0,301.0,269.0,134.0,188.0,94.0,43.0,0.0
Tangail,2002,12.0,3.0,177.0,157.0,227.0,230.0,487.0,335.0,205.0,98.0,89.0,0.0
Tangail,2003,0.0,14.0,145.0,99.0,352.0,303.0,223.0,169.0,262.0,207.0,0.0,22.0
Tangail,2004,10.0,0.0,6.0,104.0,137.0,455.0,309.0,304.0,500.0,180.0,0.0,0.0
Tangail,2005,4.0,8.0,58.0,44.0,232.0,135.0,331.0,264.0,381.0,556.0,4.0,0.0
Tangail,2006,0.0,0.0,0.0,96.0,286.0,301.0,247.0,171.0,392.0,31.0,0.0,0.0
Tangail,2007,0.0,48.0,24.0,60.0,67.0,660.0,609.0,275.0,253.0,173.0,89.0,0.0
Tangail,2008,28.0,49.0,55.0,12.0,239.0,309.0,444.0,245.0,110.0,365.0,0.0,0.0
Tangail,2009,0.0,0.0,1.0,59.0,218.0,185.0,329.0,314.0,205.0,80.0,0.0,0.0
Tangail,2010,0.0,3.0,69.0,46.0,328.0,430.0,126.0,207.0,157.0,319.0,3.0,62.0
Tangail,2011,3.0,0.0,48.0,68.0,198.0,303.0,259.0,761.0,150.0,49.0,0.0,0.0
Tangail,2012,10.0,0.0,2.0,106.0,171.0,246.0,241.0,204.0,319.0,75.0,94.0,1.0
Tangail,2013,0.0,13.0,3.0,60.0,293.0,213.0,106.0,238.0,126.0,128.0,0.0,2.0
Tangail,2014,0.0,24.0,24.0,47.0,127.0,585.0,239.0,234.0,320.0,41.0,0.0,0.0
Tangail,2015,0.0,8.0,14.0,253.0,158.0,498.0,408.0,318.0,185.0,26.0,0.0,3.0
Tangail,2016,8.0,15.0,26.0,45.0,182.0,126.0,359.0,101.0,141.0,124.0,4.0,0.0
Tangail,2017,0.0,1.0,61.0,256.0,242.0,272.0,503.0,469.0,290.0,376.0,17.0,46.0
Tangail,2018,0.0,40.0,24.0,211.0,336.0,218.0,329.0,174.0,202.0,77.0,5.0,23.0
Tangail,2019,0.0,52.0,17.0,195.0,295.0,327.0,484.0,158.0,202.0,77.0,5.0,23.0
Teknaf,1977,0.0,0.0,0.0,272.0,356.0,779.0,1083.0,1008.0,401.0,75.0,15.0,0.0
Teknaf,1978,0.0,0.0,0.0,28.0,420.0,720.0,564.0,842.0,715.0,153.0,0.0,0.0
Teknaf,1979,0.0,6.0,0.0,7.0,28.0,199.0,472.0,459.0,137.0,50.0,0.0,11.0
Teknaf,1980,0.0,0.0,5.0,0.0,99.0,351.0,296.0,358.0,75.0,137.0,0.0,0.0
Teknaf,1981,15.0,2.0,23.0,193.0,259.0,1127.0,1204.0,845.0,473.0,115.0,81.0,29.0
Teknaf,1982,0.0,7.0,4.0,58.0,23.0,1353.0,1216.0,932.0,475.0,14.0,48.0,0.0
Teknaf,1983,10.0,8.0,46.0,25.0,169.0,730.0,1120.927,817.0,532.0,290.0,208.0,30.0
Teknaf,1984,8.0,0.0,0.0,90.0,198.0,1517.0,971.0,973.0,240.0,109.0,0.0,0.0
Teknaf,1985,8.0,4.0,11.0,25.0,325.0,803.0,983.0,1093.0,351.0,137.0,268.0,0.0
Teknaf,1986,0.0,0.0,0.0,49.0,70.0,1283.0,896.0,670.0,284.0,268.0,169.0,0.0
Teknaf,1987,0.0,27.0,14.0,78.0,17.0,504.0,1294.0,986.0,684.0,48.0,177.0,0.0
Teknaf,1988,0.0,43.0,0.0,116.0,223.0,1042.0,1032.0,927.0,325.0,220.0,15.0,73.0
Teknaf,1989,0.0,0.0,0.0,132.0,35.0,927.0,962.0,829.0,673.0,437.0,59.0,0.0
