Area,Year,January,February,March,April,May,June,July,August,September,October,November,December
Jessore,1995,17.0,25.0,18.0,5.0,88.0,196.0,279.0,288.0,270.0,95.0,113.0,3.0
Jessore,1996,39.0,20.0,22.0,90.0,146.0,350.0,271.0,380.0,195.0,257.0,5.0,0.0
Jessore,1997,9.0,39.0,51.0,64.0,116.0,231.0,406.0,227.0,361.0,15.0,14.0,20.0
Jessore,1998,44.0,26.0,141.0,130.0,216.0,163.0,181.0,209.0,174.0,88.0,118.0,0.0
Jessore,1999,0.0,0.0,0.0,22.0,141.0,244.0,356.0,251.0,301.0,151.0,1.0,0.0
Jessore,2000,1.0,19.0,7.0,74.0,164.0,209.0,486.0,239.0,467.0,145.0,0.0,0.0
Jessore,2001,0.0,0.0,56.0,29.0,317.0,498.0,163.0,109.0,137.0,134.0,14.0,0.0
Jessore,2002,18.0,0.0,22.0,161.0,264.0,535.0,524.0,231.0,221.0,32.0,112.0,0.0
Jessore,2003,0.0,5.0,119.0,49.0,72.0,404.0,427.0,177.0,148.0,466.0,0.0,25.0
Jessore,2004,3.0,0.0,9.0,70.0,138.0,305.0,398.0,347.0,917.0,257.0,0.0,0.0
Jessore,2005,33.0,16.0,129.0,31.0,59.0,141.0,546.0,115.0,194.0,412.0,2.0,0.0
Jessore,2006,0.0,0.0,1.0,52.0,302.0,214.0,455.0,316.0,400.0,16.0,13.0,0.0
Jessore,2007,0.0,66.0,21.0,62.0,159.0,289.0,735.0,299.0,259.0,116.0,113.0,0.0
Jessore,2008,70.0,35.0,37.0,39.0,208.0,242.0,459.0,204.0,415.0,179.0,0.0,0.0
Jessore,2009,0.0,7.0,33.0,0.0,170.0,169.0,369.0,386.0,438.0,94.0,1.0,1.0
Jessore,2010,0.0,8.0,11.0,37.0,264.0,329.0,155.0,232.0,186.0,122.0,4.0,32.0
Jessore,2011,0.0,0.0,34.0,33.0,132.0,314.0,296.0,306.0,227.0,18.0,1.0,0.0
Jessore,2012,31.0,4.0,5.0,82.0,36.0,221.0,334.0,187.0,271.0,71.0,61.0,2.0
Jessore,2013,6.0,15.0,8.0,63.0,278.0,203.0,249.0,309.0,322.0,223.0,0.0,0.0
Jessore,2014,0.0,19.0,10.0,0.0,165.0,286.0,435.0,180.0,186.0,37.0,0.0,0.0
Jessore,2015,2.0,93.0,25.0,108.0,125.0,379.0,561.0,281.0,247.0,43.0,0.0,3.0
Jessore,2016,3.0,21.0,60.0,10.0,269.0,241.0,370.0,204.0,76.0,66.0,46.0,0.0
Jessore,2017,0.0,0.0,24.0,138.0,186.0,245.0,663.0,311.0,172.0,383.0,26.0,30.0
Jessore,2018,0.0,3.0,11.0,186.0,148.0,101.0,412.0,130.0,76.0,63.0,1.0,11.0
Jessore,2019,0.0,107.0,68.0,173.0,122.0,134.0,219.0,238.0,76.0,63.0,1.0,11.0
Khepupara,1974,0.0,0.0,129.0,44.0,238.0,287.0,615.0,403.0,450.0,240.0,1.0,0.0
Khepupara,1975,0.0,0.0,0.0,3.0,265.0,268.0,737.0,351.0,356.0,480.0,184.0,0.0
Khepupara,1976,0.0,0.0,0.0,59.0,258.0,413.0,849.0,172.0,167.0,315.0,0.0,0.0
Khepupara,1977,15.0,13.0,0.0,280.0,307.0,668.0,346.0,571.0,159.0,162.0,60.0,0.0
Khepupara,1978,8.0,0.0,1.0,134.0,448.0,435.0,661.0,431.0,332.0,208.0,0.0,0.0
Khepupara,1979,8.0,2.0,56.0,9.0,59.0,832.0,395.0,740.0,545.0,272.909,53.318000000000005,7.744
Khepupara,1980,0.0,17.0,47.0,21.0,272.0,502.0,560.0,649.0,232.0,308.0,0.0,0.0
Khepupara,1981,35.0,13.0,97.0,179.0,166.0,397.0,618.0,326.0,302.0,24.0,0.0,12.0
Khepupara,1982,0.0,9.0,6.0,106.0,116.0,603.0,523.0,915.0,329.0,8.0,29.0,7.744
Khepupara,1983,20.0,50.0,28.0,72.0,275.0,474.0,672.5,399.0,319.0,156.0,41.0,38.0
Khepupara,1984,10.0,0.0,0.0,95.0,200.0,803.0,498.0,683.0,195.0,63.0,0.0,0.0
Khepupara,1985,2.0,25.0,26.0,16.0,320.0,537.0,558.0,340.0,395.0,127.0,19.0,0.0
Khepupara,1986,3.0,0.0,0.0,46.0,220.0,396.0,608.0,246.0,730.0,147.0,267.0,6.0
Khepupara,1987,0.0,2.0,153.0,187.0,132.0,325.0,748.0,798.0,320.0,120.0,43.0,14.0
Khepupara,1988,0.0,79.0,4.0,43.0,307.0,497.75,614.0,603.0,389.0,167.0,132.0,0.0
Khepupara,1989,0.0,2.0,1.0,100.0,161.0,207.0,581.0,189.0,445.0,552.0,0.0,0.0
Khepupara,1990,0.0,121.0,139.0,99.0,284.0,317.0,1049.0,299.0,503.0,262.0,98.0,40.0
Khepupara,1991,8.0,0.0,3.0,199.0,117.0,817.0,569.0,512.0,231.0,566.0,12.0,49.0
Khepupara,1992,2.0,126.0,0.0,60.0,226.0,360.0,480.0,363.0,417.0,315.0,4.0,6.0
Khepupara,1993,9.0,33.0,362.0,88.0,223.0,635.0,308.0,493.0,276.0,202.0,25.0,0.0
Khepupara,1994,1.0,2.0,100.0,228.0,177.0,671.0,457.0,494.0,109.0,172.0,28.0,0.0
Khepupara,1995,0.0,14.0,1.0,6.0,643.0,546.0,784.0,397.0,338.0,273.0,508.0,0.0
Khepupara,1996,0.0,32.0,5.0,67.0,174.0,621.0,684.0,899.0,178.0,401.0,0.0,0.0
Khepupara,1997,1.0,72.0,72.0,187.0,304.0,246.0,920.0,354.0,666.0,37.0,13.0,9.0
Khepupara,1998,19.0,40.0,108.0,162.0,231.0,202.0,946.0,684.0,355.0,411.0,59.0,0.0
Khepupara,1999,0.0,0.0,1.0,27.0,458.0,734.0,768.0,535.0,520.0,260.0,5.0,6.0
Khepupara,2000,26.0,13.0,2.0,109.0,526.0,419.0,797.0,411.0,360.0,259.0,19.0,0.0
Khepupara,2001,0.0,41.0,1.0,24.0,381.0,1014.0,621.0,294.0,487.0,397.0,209.0,0.0
Khepupara,2002,16.0,0.0,38.0,143.0,342.0,571.0,509.0,540.0,374.0,216.0,76.0,0.0
Khepupara,2003,0.0,8.0,109.0,79.0,165.0,703.0,404.0,290.0,239.0,392.0,0.0,46.0
Khepupara,2004,0.0,1.0,16.0,64.0,103.0,479.0,325.0,591.0,672.0,221.0,0.0,0.0
Khepupara,2005,95.0,0.0,93.0,6.0,166.0,473.0,1000.0,489.0,475.0,534.0,1.0,16.0
Khepupara,2006,0.0,0.0,0.0,65.0,452.0,389.0,611.0,398.0,699.0,23.0,11.0,0.0
Khepupara,2007,10.0,37.0,0.0,80.0,227.0,240.0,926.0,334.0,557.0,693.0,127.0,0.0
Khepupara,2008,40.0,35.0,1.0,28.0,111.0,438.0,931.0,459.0,514.0,467.0,0.0,0.0
Khepupara,2009,0.0,0.0,2.0,45.0,210.0,221.0,758.0,439.0,323.0,239.0,52.0,0.0
Khepupara,2010,0.0,17.0,0.0,5.0,371.0,681.0,340.0,279.0,237.0,604.0,29.0,5.0
Khepupara,2011,0.0,0.0,35.0,106.0,249.0,542.0,802.0,925.0,345.0,88.0,0.0,0.0
Khepupara,2012,9.0,0.0,49.0,96.0,128.0,415.0,639.0,392.0,562.0,259.0,69.0,10.0
Khepupara,2013,0.0,1.0,0.0,0.0,727.0,395.0,640.0,403.0,536.0,418.0,0.0,0.0
Khepupara,2014,0.0,31.0,3.0,7.0,189.0,342.0,460.0,441.0,270.0,133.0,0.0,1.0
Khepupara,2015,8.0,15.0,18.0,102.0,41.0,610.0,1092.0,604.0,433.0,166.0,43.0,19.0
Khepupara,2016,6.0,13.0,3.0,22.0,582.0,367.0,770.0,424.0,225.0,219.0,153.0,0.0
Khepupara,2017,0.0,0.0,150.0,84.0,82.0,509.0,1079.0,344.0,574.0,444.0,23.0,55.0
Khepupara,2018,0.0,0.0,0.0,22.0,246.0,797.0,1010.0,325.0,294.0,260.0,6.0,1.0
Khepupara,2019,0.0,58.0,62.0,82.0,182.0,510.0,629.0,684.0,270.0,393.0,220.0,5.0
Khulna,1953,5.0,2.0,0.0,73.0,107.0,553.0,525.0,278.0,262.0,179.0,34.0,0.0
Khulna,1954,0.0,0.0,3.0,15.0,254.0,555.0,213.0,197.0,128.0,166.0,0.0,0.0
Khulna,1955,0.0,0.0,18.0,38.0,138.0,348.0,550.0,202.0,192.0,152.0,76.0,0.0
Khulna,1957,89.0,14.0,0.0,0.0,94.0,242.0,414.0,133.0,206.0,47.0,0.0,0.0
Khulna,1958,0.0,0.0,13.0,109.0,161.0,231.0,309.0,139.0,243.0,96.0,5.0,0.0
Khulna,1959,36.0,25.0,46.0,69.0,352.0,257.0,463.0,402.0,439.0,532.0,0.0,0.0
Khulna,1960,0.0,0.0,11.0,0.0,314.0,196.0,605.0,188.0,271.0,132.0,37.0,0.0
Khulna,1961,0.0,23.0,20.0,27.0,72.0,411.0,132.0,412.0,116.0,78.0,0.0,0.0
Khulna,1962,0.0,0.0,7.0,61.0,127.0,348.0,356.65,226.0,161.0,264.0,0.0,0.0
Khulna,1963,0.0,0.0,39.738,117.0,76.0,535.0,283.0,207.0,171.0,139.0,10.0,0.0
Khulna,1964,6.0,1.0,12.0,321.0,183.0,224.0,366.0,188.0,131.0,246.0,27.0,0.0
Khulna,1965,0.0,5.0,115.0,123.0,148.0,407.0,245.0,457.0,296.0,67.0,2.0,8.0
Khulna,1966,18.0,0.0,0.0,17.0,73.0,404.0,175.0,355.0,259.393,149.71200000000002,26.483,5.098
Khulna,1968,0.0,0.0,32.0,19.0,36.0,522.0,415.0,134.0,47.0,17.0,0.0,0.0
Khulna,1969,0.0,0.0,106.0,54.0,61.0,301.0,73.0,507.0,587.0,50.0,28.0,0.0
Khulna,1970,0.0,0.0,0.0,51.0,129.0,548.0,634.0,270.0,115.0,190.0,13.0,0.0
Khulna,1971,0.0,0.0,0.0,0.0,37.0,63.0,48.0,135.0,80.0,106.0,6.0,0.0
Khulna,1972,0.0,0.0,0.0,64.0,121.0,338.58099999999996,137.0,309.387,259.393,149.71200000000002,26.483,5.098
Khulna,1973,11.049000000000001,23.305999999999997,39.738,22.0,373.0,250.0,107.0,110.0,39.0,149.71200000000002,26.483,4.0
Khulna,1974,11.049000000000001,0.0,174.0,37.0,301.0,251.0,792.0,442.0,452.0,312.0,1.0,0.0
Khulna,1976,0.0,70.0,0.0,59.0,288.0,340.0,305.0,378.0,363.0,114.0,11.0,0.0
Khulna,1977,4.0,0.0,0.0,157.0,245.0,355.0,356.65,276.0,57.0,149.71200000000002,17.0,11.0
Khulna,1978,0.0,3.0,19.0,81.0,226.0,436.0,341.0,301.0,453.0,127.0,0.0,0.0
Khulna,1979,12.0,26.0,1.0,12.0,97.0,356.0,533.0,633.0,239.0,93.0,0.0,31.0
Khulna,1980,0.0,101.0,151.0,23.0,222.0,348.0,300.0,421.0,137.0,126.0,0.0,1.0
Khulna,1981,23.0,42.0,220.0,347.0,236.0,227.0,425.0,268.0,188.0,29.0,0.0,65.0
Khulna,1982,0.0,15.0,23.0,135.0,30.0,340.0,129.0,386.0,268.0,22.0,29.0,3.0
Khulna,1983,49.0,60.0,37.0,163.0,358.0,302.0,356.65,448.0,244.0,276.0,6.0,6.0
Khulna,1984,32.0,1.0,0.0,97.0,227.0,783.0,300.0,486.0,159.0,80.0,0.0,6.0
Khulna,1985,9.0,6.0,30.0,35.0,158.0,308.0,161.0,344.0,143.0,136.0,12.0,0.0
Khulna,1986,8.0,0.0,1.0,147.0,251.0,239.0,390.0,215.0,843.0,168.0,152.0,1.0
Khulna,1987,2.0,3.0,55.0,134.0,113.0,315.0,517.0,498.0,189.0,41.0,48.0,7.0
Khulna,1988,0.0,50.0,18.0,53.0,305.0,599.0,326.0,302.0,67.0,95.0,140.0,0.0
Khulna,1989,0.0,8.0,2.0,54.0,185.0,257.0,239.0,80.0,246.0,330.0,0.0,1.0
Khulna,1990,0.0,62.0,212.0,58.0,261.0,261.0,436.0,206.0,205.0,156.0,77.0,4.0
Khulna,1991,10.0,54.0,36.0,38.0,100.0,421.0,229.0,318.0,342.0,161.0,4.0,47.0
Khulna,1992,13.0,203.0,0.0,2.0,192.0,157.0,254.0,198.0,111.0,88.0,0.0,0.0
Khulna,1993,70.0,52.0,127.0,69.0,211.0,638.0,288.0,290.0,196.0,124.0,14.0,0.0
Khulna,1994,1.0,15.0,0.0,105.0,115.0,239.0,210.0,217.0,160.0,63.0,5.0,0.0
Khulna,1995,8.0,112.0,34.0,18.0,182.0,306.0,356.0,504.0,278.0,86.0,162.0,0.0
Khulna,1996,1.0,17.0,1.0,64.0,117.0,453.0,223.0,275.0,70.0,242.0,8.0,0.0
Khulna,1997,10.0,22.0,99.0,80.0,181.0,218.0,456.0,321.0,364.0,44.0,2.0,19.0
Khulna,1998,59.0,91.0,213.0,105.0,161.0,175.0,343.0,258.0,300.0,157.0,132.0,0.0
Khulna,1999,0.0,0.0,0.0,14.0,172.0,185.0,420.0,371.0,374.0,160.0,14.0,0.0
Khulna,2000,4.0,16.0,18.0,100.0,145.0,217.0,410.0,294.0,336.0,216.0,0.0,0.0
Khulna,2001,0.0,64.0,21.0,51.0,244.0,355.0,272.0,188.0,207.0,196.0,31.0,0.0
Khulna,2002,15.0,0.0,14.0,74.0,254.0,846.0,360.0,483.0,357.0,22.0,169.0,0.0
Khulna,2003,0.0,0.0,155.0,63.0,125.0,251.0,287.0,255.0,145.0,315.0,0.0,22.0
Khulna,2004,0.0,0.0,7.0,85.0,180.0,383.0,253.0,266.0,621.0,183.0,0.0,0.0
Khulna,2005,15.0,0.0,148.0,43.0,215.0,102.0,435.0,194.0,410.0,420.0,0.0,0.0
Khulna,2006,0.0,0.0,5.0,19.0,230.0,262.0,522.0,364.0,579.0,79.0,1.0,0.0
Khulna,2007,0.0,54.0,14.0,92.0,119.0,374.0,591.0,160.0,397.0,197.0,113.0,0.0
Khulna,2008,66.0,36.0,48.0,36.0,151.0,190.0,301.0,202.0,379.0,187.0,0.0,0.0
Khulna,2009,1.0,6.0,10.0,23.0,130.0,233.0,347.0,568.0,357.0,111.0,20.0,0.0
Khulna,2010,0.0,2.0,14.0,21.0,146.0,287.0,180.0,205.0,157.0,332.0,0.0,13.0
Khulna,2011,0.0,1.0,16.0,28.0,145.0,381.0,387.0,614.0,367.0,3.0,6.0,0.0
Khulna,2012,66.0,18.0,1.0,52.0,63.0,255.0,391.0,254.0,374.0,89.0,80.0,2.0
Khulna,2013,1.0,7.0,19.0,62.0,430.0,212.0,313.0,482.0,278.0,260.0,0.0,0.0
Khulna,2014,0.0,24.0,5.0,0.0,118.0,447.0,394.0,258.0,205.0,10.0,0.0,0.0
Khulna,2015,41.0,35.0,28.0,107.0,128.0,318.0,922.0,353.0,293.0,83.0,3.0,6.0
Khulna,2016,0.0,97.0,5.0,54.0,350.0,353.0,413.0,646.0,148.0,81.0,75.0,0.0
Khulna,2017,0.0,2.0,59.0,99.0,200.0,356.0,690.0,313.0,175.0,322.0,19.0,51.0
Khulna,2018,0.0,0.0,1.0,64.0,226.0,266.0,264.0,107.0,106.0,36.0,0.0,3.0
Khulna,2019,0.0,166.0,74.0,102.0,104.0,114.0,335.0,370.0,106.0,36.0,0.0,3.0
Kutubdia,1977,0.0,0.0,0.0,0.0,0.0,421.0,536.0,441.0,240.0,0.0,4.0,1.0
Kutubdia,1979,0.0,0.0,0.0,0.0,28.0,86.0,104.0,145.0,89.0,27.0,0.0,15.0
Kutubdia,1980,0.0,3.0,0.0,9.0,107.0,122.0,158.0,47.0,0.0,0.0,0.0,0.0
Kutubdia,1985,0.0,0.0,31.0,199.0,399.0,421.0,808.0,489.0,195.0,51.0,188.0,0.0
Kutubdia,1986,0.0,0.0,0.0,58.0,128.0,842.0,793.0,329.0,225.0,220.0,117.0,0.0
Kutubdia,1987,4.0,25.0,10.0,152.0,47.0,751.0,1247.0,746.0,495.0,42.0,114.0,7.0
Kutubdia,1988,0.0,61.0,26.0,96.0,371.0,771.0,518.0,508.0,552.0,213.0,106.0,13.0
Kutubdia,1989,0.0,0.0,0.0,80.0,115.0,450.0,725.0,66.0,479.0,496.0,16.0,0.0
Kutubdia,1990,0.0,56.0,191.0,60.0,206.0,995.0,1340.0,137.0,167.0,250.0,139.0,41.0
Kutubdia,1991,34.0,0.0,1.0,147.0,5.0,948.0,664.0,771.0,395.0,224.0,126.0,0.0
Kutubdia,1992,0.0,138.0,0.0,13.0,176.0,1074.0,705.0,198.0,207.0,322.0,36.0,19.0
Kutubdia,1993,51.0,82.0,135.0,91.0,312.0,831.0,476.0,664.0,245.0,144.0,52.0,0.0
Kutubdia,1994,9.0,10.0,327.0,262.0,227.0,618.0,746.0,379.0,172.0,58.0,23.0,0.0
Kutubdia,1995,0.0,0.0,46.0,35.0,399.0,583.0,809.0,387.0,286.0,70.0,433.0,0.0
Kutubdia,1996,0.0,33.0,53.0,49.0,184.0,684.0,731.0,751.0,455.0,543.0,14.0,0.0
Kutubdia,1997,0.0,14.0,39.0,49.0,121.0,421.0,907.0,467.0,612.0,124.0,19.0,24.0
Kutubdia,1998,15.0,31.0,41.0,167.0,387.0,220.0,1805.0,1417.0,310.0,117.0,77.0,0.0
Kutubdia,1999,0.0,0.0,0.0,0.0,410.0,648.0,602.0,821.0,314.0,262.0,34.0,66.0
Kutubdia,2000,10.0,3.0,43.0,84.0,446.0,691.0,792.0,659.0,85.0,321.0,4.0,0.0
Kutubdia,2001,0.0,20.0,1.0,19.0,302.0,773.0,413.0,301.0,167.0,200.0,124.0,0.0
Kutubdia,2002,3.0,0.0,41.0,56.0,473.0,359.0,686.0,392.0,177.0,202.0,0.0,0.0
Kutubdia,2003,0.0,0.0,66.0,11.0,215.0,925.0,330.0,327.0,390.0,231.0,0.0,0.0
Kutubdia,2004,0.0,0.0,4.0,134.0,167.0,539.0,559.0,461.0,528.0,149.0,0.0,0.0
Kutubdia,2005,4.0,0.0,102.0,139.0,218.0,433.0,507.0,853.0,251.0,189.0,16.0,15.0
Kutubdia,2006,0.0,0.0,0.0,25.0,626.0,488.0,899.0,344.0,502.0,81.0,2.0,0.0
Kutubdia,2007,0.0,117.0,0.0,104.0,365.0,483.0,709.0,416.0,481.0,325.0,162.0,0.0
Kutubdia,2008,52.0,6.0,10.0,1.0,253.0,441.0,1256.0,659.0,305.0,181.0,7.0,0.0
Kutubdia,2009,0.0,0.0,2.0,87.0,180.0,410.0,1067.0,448.0,308.0,125.0,31.0,0.0
Kutubdia,2010,0.0,2.0,10.0,4.0,464.0,666.0,517.0,466.0,120.0,403.0,0.0,50.0
Kutubdia,2011,5.0,0.0,22.0,118.0,316.0,952.0,803.0,856.0,597.0,224.0,0.0,1.0
Kutubdia,2012,0.0,0.0,37.0,135.0,251.0,1178.0,1688.0,527.0,260.0,554.0,47.0,0.0
Kutubdia,2013,0.0,1.0,0.0,85.0,1088.0,1058.0,818.0,642.0,296.0,215.0,0.0,0.0
Kutubdia,2014,0.0,48.0,4.0,55.0,103.0,1055.0,620.0,545.0,449.0,80.0,1.0,0.0
Kutubdia,2015,16.0,0.0,4.0,188.0,81.0,1034.0,1517.0,666.0,452.0,220.0,40.0,35.0
Kutubdia,2016,9.0,4.0,65.0,14.0,318.0,329.0,872.0,573.0,377.0,262.0,102.0,0.0
Kutubdia,2017,0.0,0.0,169.0,270.0,187.0,639.0,1188.0,444.0,615.0,170.0,9.0,30.0
Kutubdia,2018,11.0,0.0,0.0,90.0,273.0,737.0,744.0,435.0,319.0,365.0,4.0,18.0
Kutubdia,2019,0.0,21.0,46.0,23.0,94.0,139.0,1244.0,303.0,496.0,187.0,57.0,3.0
Madaripur,1977,17.0,51.0,2.0,444.0,294.0,529.0,496.0,113.0,184.0,136.0,46.0,9.0
Madaripur,1978,0.0,4.0,22.0,155.0,311.0,332.0,387.0,290.0,151.0,92.0,4.0,0.0
Madaripur,1980,0.0,32.0,87.0,54.0,247.0,231.0,381.0,291.0,303.0,266.0,0.0,0.0
Madaripur,1981,56.0,35.0,142.0,340.0,294.0,207.0,434.0,326.975,265.65,158.825,30.975,5.225
Madaripur,1982,0.0,4.0,47.0,128.0,101.0,457.0,240.0,374.0,293.0,53.0,61.0,0.0
Madaripur,1983,7.0,57.0,93.0,238.0,387.0,312.0,315.0,378.0,224.0,147.0,0.0,6.0
Madaripur,1984,20.0,0.0,0.0,99.0,207.0,765.0,520.0,812.0,214.0,133.0,0.0,20.0
Madaripur,1985,2.0,0.0,41.0,32.0,186.0,801.0,376.0,498.0,314.0,140.0,0.0,0.0
Madaripur,1986,0.0,0.0,10.0,204.0,436.0,233.0,676.0,466.0,655.0,182.0,3.0,0.0
Madaripur,1987,2.0,1.0,85.0,138.0,160.0,338.0,555.0,598.0,157.0,153.0,50.0,9.0
Madaripur,1988,0.0,59.0,70.0,130.0,437.0,496.0,264.0,242.0,81.0,135.0,124.0,3.0
Madaripur,1989,0.0,31.0,2.0,98.0,173.0,258.0,283.0,133.0,287.0,30.0,9.0,0.0
Madaripur,1990,0.0,66.0,217.0,156.0,214.0,253.0,457.0,176.0,264.0,210.0,105.0,9.0
Madaripur,1991,11.0,17.0,60.0,103.0,307.0,541.0,337.0,501.0,233.0,346.0,15.0,40.0
Madaripur,1992,4.0,87.0,1.0,0.0,188.0,242.0,315.0,297.0,175.0,96.0,2.0,0.0
Madaripur,1993,0.0,29.0,127.0,133.0,345.0,370.0,405.0,331.0,359.0,44.0,41.0,0.0
Madaripur,1994,12.0,15.0,95.0,166.0,306.0,399.0,262.0,204.0,174.0,30.0,0.0,0.0
Madaripur,1995,6.0,32.0,0.0,72.0,213.0,601.0,346.0,508.0,225.0,87.0,99.0,0.0
Madaripur,1996,4.0,27.0,36.0,160.0,237.0,406.0,231.0,251.0,224.0,214.0,57.0,0.0
Madaripur,1997,5.0,14.0,86.0,234.0,245.0,257.0,344.0,418.0,438.0,6.0,17.0,23.0
Madaripur,1998,35.0,40.0,152.0,232.0,221.0,146.0,607.0,285.0,273.0,101.0,108.0,0.0
Madaripur,1999,0.0,0.0,0.0,9.0,236.0,314.0,592.0,357.0,191.0,384.0,16.0,0.0
Madaripur,2000,16.0,46.0,5.0,212.0,341.0,182.0,259.0,321.0,214.0,321.0,0.0,0.0
Madaripur,2001,0.0,51.0,8.0,31.0,552.0,625.0,422.0,223.0,258.0,162.0,47.0,0.0
Madaripur,2002,8.0,6.0,100.0,89.0,193.0,528.0,553.0,355.0,209.0,24.0,100.0,0.0
Madaripur,2003,0.0,10.0,70.0,84.0,66.0,434.0,283.0,191.0,221.0,226.0,0.0,23.0
Madaripur,2004,0.0,0.0,6.0,89.0,96.0,467.0,204.0,282.0,873.0,192.0,12.0,0.0
Madaripur,2005,0.0,0.0,61.0,21.0,114.0,183.0,556.0,433.0,164.0,371.0,1.0,1.0
Madaripur,2006,0.0,0.0,0.0,55.0,237.0,254.0,223.0,243.0,453.0,37.0,1.0,0.0
Madaripur,2007,0.0,49.0,35.0,114.0,56.0,378.0,501.0,219.0,291.0,283.0,135.0,0.0
Madaripur,2008,40.0,15.0,35.0,25.0,146.0,221.0,532.0,248.0,172.0,245.0,0.0,0.0
Madaripur,2009,0.0,4.0,9.0,63.0,226.0,180.0,355.0,424.0,213.0,98.0,8.0,0.0
Madaripur,2010,1.0,2.0,11.0,45.0,167.0,300.0,289.0,95.0,142.0,271.0,2.0,5.0
Madaripur,2011,0.0,1.0,20.0,101.0,169.0,408.0,342.0,380.0,131.0,61.0,0.0,0.0
Madaripur,2012,25.0,16.0,1.0,170.0,110.0,144.0,377.0,203.0,216.0,197.0,86.0,1.0
Madaripur,2013,0.0,6.0,15.0,29.0,751.0,199.0,309.0,274.0,365.0,200.0,4.0,0.0
Madaripur,2014,0.0,12.0,7.0,25.0,175.0,362.0,209.0,308.0,257.0,81.0,0.0,0.0
Madaripur,2015,9.0,21.0,20.0,153.0,127.0,389.0,569.0,246.0,301.0,37.0,0.0,5.0
Madaripur,2016,3.0,84.0,14.0,65.0,364.0,182.0,423.0,422.0,295.0,71.0,60.0,0.0
Madaripur,2017,0.0,0.0,105.0,312.0,212.0,417.0,471.0,477.0,264.0,422.0,17.0,45.0
Madaripur,2018,0.0,1.0,1.0,143.0,378.0,413.0,457.0,212.0,168.0,69.0,9.0,10.0
Madaripur,2019,0.0,134.0,89.0,71.0,143.0,212.0,310.0,354.0,0.0,0.0,0.0,0.0
MaijdiCourt,1953,0.0,1.0,9.0,63.0,480.0,692.0,845.0,347.0,609.0,258.0,46.0,0.0
MaijdiCourt,1954,24.0,0.0,20.0,25.0,292.0,1120.0,373.0,531.0,412.0,283.0,0.0,3.0
MaijdiCourt,1955,0.0,0.0,92.0,78.0,257.0,643.0,632.0,726.0,312.0,156.0,212.0,0.0
MaijdiCourt,1956,0.0,0.0,33.0,178.0,443.0,837.0,581.0,845.0,254.0,64.0,43.0,0.0
MaijdiCourt,1957,54.0,9.0,1.0,27.0,187.0,695.0,413.0,492.0,330.0,115.0,0.0,0.0
MaijdiCourt,1958,0.0,0.0,0.0,57.0,249.0,668.0,597.0,590.0,217.0,181.0,0.0,0.0
MaijdiCourt,1959,101.0,63.0,216.0,29.0,468.0,614.0,776.0,502.0,424.0,358.0,0.0,0.0
MaijdiCourt,1960,0.0,8.0,63.0,14.0,511.0,517.0,846.0,508.0,541.0,370.0,51.0,0.0
MaijdiCourt,1961,11.0,18.0,11.0,87.0,180.0,654.0,596.0,649.0,529.0,112.0,0.0,0.0
MaijdiCourt,1962,9.0,14.0,14.0,180.0,304.0,428.0,848.0,687.0,226.0,421.0,0.0,0.0
MaijdiCourt,1963,0.0,0.0,17.0,80.0,291.0,521.0,583.0,639.0,390.24199999999996,455.0,0.0,0.0
MaijdiCourt,1964,15.0,80.0,0.0,145.0,217.0,485.0,883.0,633.0,324.0,414.0,98.0,0.0
MaijdiCourt,1965,0.0,23.0,0.0,18.0,264.0,408.0,742.0,802.0,298.0,109.0,20.0,0.0
MaijdiCourt,1966,0.0,0.0,51.0,74.0,177.0,580.0,516.0,596.742,764.0,218.0,43.0,83.0
MaijdiCourt,1967,16.0,0.0,67.0,160.0,273.0,372.0,545.0,487.0,669.0,327.0,0.0,0.0
MaijdiCourt,1968,0.0,4.0,65.0,62.0,365.0,1145.0,584.0,738.0,293.0,51.0,4.0,0.0
MaijdiCourt,1969,0.0,0.0,124.0,138.0,333.0,800.0,485.0,901.0,236.0,46.0,16.0,0.0
MaijdiCourt,1970,16.0,65.0,5.0,217.0,127.0,574.0,692.0,696.0,554.0,569.0,151.0,0.0
MaijdiCourt,1971,0.0,0.0,0.0,118.302,282.0,615.0,793.0,870.0,425.0,230.0,172.0,0.0
MaijdiCourt,1972,9.754,59.0,10.0,46.0,123.0,470.0,454.0,722.0,73.0,88.0,6.0,0.0
MaijdiCourt,1973,0.0,4.0,89.0,85.0,470.0,428.0,570.0,566.0,327.0,71.0,187.0,79.0
MaijdiCourt,1974,10.0,0.0,76.0,10.0,138.0,797.0,780.0,384.0,379.0,181.0,66.0,0.0
MaijdiCourt,1975,0.0,0.0,0.0,108.0,244.0,289.0,903.0,238.0,371.0,599.0,119.0,0.0
MaijdiCourt,1978,9.754,19.825,0.0,39.0,408.0,84.0,704.54,596.742,390.24199999999996,222.0,45.73,7.7139999999999995
MaijdiCourt,1979,3.0,5.0,65.0,50.0,79.0,540.0,639.0,525.0,340.0,8.0,60.0,26.0
MaijdiCourt,1980,0.0,61.0,71.0,45.0,554.0,267.0,784.0,376.0,273.0,186.0,1.0,2.0
MaijdiCourt,1981,108.0,4.0,77.0,265.0,488.0,529.0,1043.0,717.0,328.0,27.0,0.0,24.0
MaijdiCourt,1982,0.0,54.0,9.0,275.0,67.0,797.0,852.0,1033.0,435.0,46.0,18.0,5.0
